stock,name,ticker,country,base_quarter,forecast_quarter,current_weight,predicted_change_%,predicted_weight,actual_weight,model,error,naive_error,low,high
CNE100001VX1,Hangzhou First Applied Material Co Ltd Class A,603806,CHN,Dec-22,Dec-23,0.014596719934320785,-12.360538392885251,0.013467029539578497,0.0075696927363907655,ridge_a0.1,0.005897336803187731,0.0070270271979300195,0.007706828152667523,0.024487017656325907
SA000A0KDVM8,Emaar the Economic City JSC,4220,SAU,Dec-22,Dec-23,0.014566602905570467,-9.355726475942495,0.013900022087872195,0.0,ridge_a0.1,0.013900022087872195,0.014566602905570467,0.008055501931660602,0.025277087443486418
KR7137310009,SD Biosensor Inc,137310,KOR,Dec-22,Dec-23,0.01450636884806983,-11.365544686308066,0.013535619349085808,0.0,ridge_a0.1,0.013535619349085808,0.01450636884806983,0.007811113128651054,0.023003114002074672
CNE0000001D4,Gree Electric Appliances Inc of Zhuhai Class A,000651,CHN,Dec-22,Dec-23,0.014466212809736072,0.0,0.015229010500289998,0.012460224560463452,naive (no feature history),0.0027687859398265458,0.00200598824927262,0.009729492244341144,0.027265356975321918
CNE000001FR7,Shandong Gold Mining Co Ltd Class A,600547,CHN,Dec-22,Dec-23,0.014426056771402318,-9.779129706138752,0.013701606335666831,0.012566540469682424,ridge_a0.1,0.0011350658659844068,0.0018595163017198942,0.007808872502625534,0.02350012890385611
CNE100001NR0,CMOC Group Ltd Class A,603993,CHN,Dec-22,Dec-23,0.014365822713901681,-9.345269658194761,0.013710011196637058,0.01448022683562391,ridge_a0.1,-0.0007702156389868507,-0.00011440412172222802,0.007933078805410079,0.023615792310280083
CNE100003FS0,Suzhou Maxwell Technologies Co Ltd Class A,300751,CHN,Dec-22,Dec-23,0.014285510637234166,-14.581870344419098,0.012845844576440547,0.005337058642792366,ridge_a0.1,0.007508785933648181,0.0089484519944418,0.007375709443864392,0.021489771330376408
CNE0000011S1,Huadong Medicine Co Ltd Class A,000963,CHN,Dec-22,Dec-23,0.014275471627650724,-8.626216246692179,0.013731845579400145,0.011354539104586149,ridge_a0.1,0.0023773064748139963,0.0029209325230645754,0.008270733536961523,0.024757958088115335
CNE100002FC6,China Merchants Shekou Industrial Zone Holdings Co Ltd Class A,001979,CHN,Dec-22,Dec-23,0.014255393608483848,-9.176289790805404,0.013629982205139423,0.010365801148849713,ridge_a0.1,0.0032641810562897104,0.0038895924596341353,0.007858342634872539,0.02442727247941798
CNE0000018V0,Hengli Petrochemical Co Ltd Class A,600346,CHN,Dec-22,Dec-23,0.014255393608483848,-10.871825660884122,0.013375531867401418,0.013810436607544389,ridge_a0.1,-0.00043490474014297106,0.0004449570009394596,0.0075489506405214705,0.02341343222516484
CNE000000XM3,Henan Shuanghui Investment & Development Co Ltd Class A,000895,CHN,Dec-22,Dec-23,0.014255393608483848,-11.437265827669565,0.013290675838137636,0.015096859109093945,ridge_a0.1,-0.0018061832709563089,-0.0008414655006100964,0.007691917960992053,0.022252987707364558
CNE1000019R4,Jiangsu Hengli Hydraulic Co Ltd Class A,601100,CHN,Dec-22,Dec-23,0.014225276579733529,-11.071593717094204,0.013317357696328644,0.011226960013523381,ridge_a0.1,0.0020903976828052628,0.0029983165662101473,0.007663287303745988,0.02286298657317246
CNE0000017H1,Inner Mongolian Baotou Steel Union Co Ltd Class A,600010,CHN,Dec-22,Dec-23,0.01421523757015009,-10.936263160087247,0.01332821136903967,0.010684748876506629,ridge_a0.1,0.0026434624925330413,0.003530488693643462,0.007617341393325227,0.023925495965668002
CNE000000T18,China Northern Rare Earth (Group) High-Tech Co Ltd Class A,600111,CHN,Dec-22,Dec-23,0.014195159550983211,-11.146733607404146,0.013277934213777652,0.011386433877351844,ridge_a0.1,0.0018915003364258082,0.0028087256736313675,0.0075138850118740864,0.022693078917149268
02869|CHN,Greentown Service Group Co Ltd Shs Regulation S,02869,CHN,Dec-22,Dec-23,0.014134925493482576,-8.629261393229777,0.013596198474862962,0.0,ridge_a0.1,0.013596198474862962,0.014134925493482576,0.007859432856508596,0.02346627139081963
